Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Nether Star Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Flesh Block
chiselsandbits:block_bit:0, Chiseled Bit - Lava Ore
chiselsandbits:block_bit:0, Chiseled Bit - White Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - LightBlue Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - LightGray Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Green Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Red Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Black Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Flint Block
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Granite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block
chiselsandbits:block_bit:0, Chiseled Bit - Smooth EndStone
chiselsandbits:block_bit:0, Chiseled Bit - Ender Ore
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Bone Block
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Brick
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Tree Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Decorative Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Mosaic
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Border
chiselsandbits:block_bit:0, Chiseled Bit - Uncrafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Clock Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Heart of Transformation Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Core Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Engine Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Towerwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Encased Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Infested Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Reappearing Block
chiselsandbits:block_bit:0, Chiseled Bit - Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Locked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Unlocked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Builder
chiselsandbits:block_bit:0, Chiseled Bit - Anti-builder
chiselsandbits:block_bit:0, Chiseled Bit - Ghast Trap
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Reactor
chiselsandbits:block_bit:0, Chiseled Bit - Stronghold Shield Down
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Block
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick Floor
chiselsandbits:block_bit:0, Chiseled Bit - Weathered Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Trollsteinn
chiselsandbits:block_bit:0, Chiseled Bit - Fluffy Cloud
chiselsandbits:block_bit:0, Chiseled Bit - Giant Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Giant Log
chiselsandbits:block_bit:0, Chiseled Bit - Giant Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Huge Stalk
chiselsandbits:block_bit:0, Chiseled Bit - Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Worn Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Castle Roof Tile
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Thick Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar East/West
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar North/South
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Tile mod.chiselsandbits.pretty.axis-none
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Furnace [NYI] South
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Log [NYI] Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ironwood
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fiery Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steeleaf
chiselsandbits:block_bit:0, Chiseled Bit - Block of Arctic Fur
chiselsandbits:block_bit:0, Chiseled Bit - Block of Carminite
chiselsandbits:block_bit:0, Chiseled Bit - Restonia Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Palis Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Diamatine Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Void Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Emeradic Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Enori Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Restonia Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Palis Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Diamatine Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Void Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Emeradic Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Enori Crystal Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethetic Green Block
chiselsandbits:block_bit:0, Chiseled Bit - Ethetic Quartz
chiselsandbits:block_bit:0, Chiseled Bit - White Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Orange Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Lime Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Pink Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Gray Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp
chiselsandbits:block_bit:0, Chiseled Bit - White Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Orange Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lime Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Pink Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Gray Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Purple Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Blue Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Brown Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Green Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Red Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Black Lamp (On)
chiselsandbits:block_bit:0, Chiseled Bit - Lamp Controller Down
chiselsandbits:block_bit:0, Chiseled Bit - Pillar of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Black Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Wood Casing
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderpearl
chiselsandbits:block_bit:0, Chiseled Bit - Casing
chiselsandbits:block_bit:0, Chiseled Bit - Ender Casing
chiselsandbits:block_bit:0, Chiseled Bit - Iron Casing
chiselsandbits:block_bit:0, Chiseled Bit - Portal Frame
chiselsandbits:block_bit:0, Chiseled Bit - Sticky Ore
chiselsandbits:block_bit:0, Chiseled Bit - Compact Giant Chance Cube
chiselsandbits:block_bit:0, Chiseled Bit - End Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Soundproofing
chiselsandbits:block_bit:0, Chiseled Bit - End Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ender Library
chiselsandbits:block_bit:0, Chiseled Bit - End Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium Essence
chiselsandbits:block_bit:0, Chiseled Bit - Block of Prosperity
chiselsandbits:block_bit:0, Chiseled Bit - Block of Base Essence
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium
chiselsandbits:block_bit:0, Chiseled Bit - §dBlock of Soulium
chiselsandbits:block_bit:0, Chiseled Bit - §eBlock of Inferium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §aBlock of Prudentium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §6Block of Intermedium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §bBlock of Superium Coal
chiselsandbits:block_bit:0, Chiseled Bit - §cBlock of Supremium Coal
chiselsandbits:block_bit:0, Chiseled Bit - Cobbled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Cobbled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Soulstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Soulstone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Soulstone
chiselsandbits:block_bit:0, Chiseled Bit - Soulstone Slab Block
chiselsandbits:block_bit:0, Chiseled Bit - Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Prosperity Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eInferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eNether Inferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eEnd Inferium Ore
chiselsandbits:block_bit:0, Chiseled Bit - §eGrowth Accelerator
chiselsandbits:block_bit:0, Chiseled Bit - Witherproof Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium Essence
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium
chiselsandbits:block_bit:0, Chiseled Bit - §5Block of Insanium Coal
chiselsandbits:block_bit:0, Chiseled Bit - Nether Star Crux
chiselsandbits:block_bit:0, Chiseled Bit - Dragon Egg Crux
chiselsandbits:block_bit:0, Chiseled Bit - Awakened Draconium Crux
chiselsandbits:block_bit:0, Chiseled Bit - Well
chiselsandbits:block_bit:0, Chiseled Bit - Honey Block
chiselsandbits:block_bit:0, Chiseled Bit - Honeycomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Pressed Wax Block
chiselsandbits:block_bit:0, Chiseled Bit - Waxcomb Block
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Machine Base
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Destination Analyzer Down
chiselsandbits:block_bit:0, Chiseled Bit - Matter Booster Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Blank Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Block
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Cross Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 1 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Pattern 2 Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Small Blocks
chiselsandbits:block_bit:0, Chiseled Bit - Activity Probe
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Proxy
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Proxy (update)
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Canola Oil
chiselsandbits:block_bit:0, Chiseled Bit - Refined Canola Oil
chiselsandbits:block_bit:0, Chiseled Bit - Crystallized Oil
chiselsandbits:block_bit:0, Chiseled Bit - Empowered Oil
chiselsandbits:block_bit:0, Chiseled Bit - Experience
chiselsandbits:block_bit:0, Chiseled Bit - Milk
chiselsandbits:block_bit:0, Chiseled Bit - Poison
chiselsandbits:block_bit:0, Chiseled Bit - Creosote Oil
chiselsandbits:block_bit:0, Chiseled Bit - Crude Oil
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Energized Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Resonant Ender
chiselsandbits:block_bit:0, Chiseled Bit - Blazing Pyrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Gelid Cryotheum
chiselsandbits:block_bit:0, Chiseled Bit - Zephyrean Aerotheum
chiselsandbits:block_bit:0, Chiseled Bit - Tectonic Petrotheum
chiselsandbits:block_bit:0, Chiseled Bit - Primal Mana
chiselsandbits:block_bit:0, Chiseled Bit - Plant Oil
chiselsandbits:block_bit:0, Chiseled Bit - Ethanol
chiselsandbits:block_bit:0, Chiseled Bit - Biodiesel
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Molten Uranium
chiselsandbits:block_bit:0, Chiseled Bit - tile.witchwater.name
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Menril Resin
chiselsandbits:block_bit:0, Chiseled Bit - Liquid Chorus
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Alumite
chiselsandbits:block_bit:0, Chiseled Bit - Molten Osmium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Refined Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Refined Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - Molten Osgloglas
chiselsandbits:block_bit:0, Chiseled Bit - Molten Osmiridium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Psimetal
chiselsandbits:block_bit:0, Chiseled Bit - Molten Infinity
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit
chiselsandbits:block_bit:0, Chiseled Bit - Molten Terrasteel
chiselsandbits:block_bit:0, Chiseled Bit - Molten Elementium
chiselsandbits:block_bit:0, Chiseled Bit - Molten Manasteel
chiselsandbits:block_bit:0, Chiseled Bit - Molten Mirion
chiselsandbits:tape_measure, Tape Measure
chiselsandbits:bittank, Chiseled Fluid Bit Tank
chiselsandbits:chiseled_wood, Chiseled Wood
chiselsandbits:chiseled_rock, Chiseled Rock
chiselsandbits:chiseled_iron, Chiseled Metal
chiselsandbits:chiseled_cloth, Chiseled Cloth
chiselsandbits:chiseled_ice, Chiseled Ice
chiselsandbits:chiseled_packedice, Chiseled Packed Ice
chiselsandbits:chiseled_clay, Chiseled Clay
chiselsandbits:chiseled_glass, Chiseled Glass
chiselsandbits:chiseled_sand, Chiseled Sand
chiselsandbits:chiseled_ground, Chiseled Ground
chiselsandbits:chiseled_grass, Chiseled Grass
chiselsandbits:chiseled_snow, Chiseled Snow
chiselsandbits:chiseled_fluid, Chiseled Fluid
chiselsandbits:chiseled_leaves, Chiseled Leaves
cyclicmagic:charm_air, Air Charm
cyclicmagic:emerald_leggings, Emerald Leggings
cyclicmagic:item_pipe, Item Pipe
cyclicmagic:horse_upgrade_variant, Lapis Carrot
cyclicmagic:builder_block, Structure Builder
cyclicmagic:tool_harvest_weeds, Brush Scythe
cyclicmagic:tool_spawn_inspect, Spawn Detector
cyclicmagic:tool_warp_home, Ender Wing Prime
cyclicmagic:gold_furnace_minecart, Gold Furnace Minecart
cyclicmagic:charm_wing, Wing Charm
cyclicmagic:sleeping_mat, Sleeping Mat
cyclicmagic:end_emerald_ore, End Emerald Ore
cyclicmagic:spikes_iron, Iron Spikes
cyclicmagic:fan, Fan
cyclicmagic:purple_boots, Crystallized Obsidian Boots
cyclicmagic:glowing_helmet, Vision Helmet
cyclicmagic:placer_block, Block Placer
cyclicmagic:spikes_diamond, Diamond Spikes
cyclicmagic:password_block, Password Trigger
cyclicmagic:nether_redstone_ore, Nether Redstone Ore
cyclicmagic:sandstone_axe, Sandstone Axe
cyclicmagic:ender_blaze, Duskflame Hex
cyclicmagic:plate_push_fast, Fast Slime Conveyor
cyclicmagic:block_fragile, Fragile Scaffolding
cyclicmagic:plate_launch_small, Soft Slime Plate
cyclicmagic:milk, Milk
cyclicmagic:tool_harvest_leaves, Tree Scythe
cyclicmagic:apple_lapis, Lapis Apple
cyclicmagic:beacon_redstone, Empty Beacon
cyclicmagic:fluid_pump, Fluid Pump
cyclicmagic:ender_eye_orb, Solid Ender Eye
cyclicmagic:emerald_boots, Emerald Boots
cyclicmagic:wand_missile, Spirit Seeker
cyclicmagic:sword_slowness, Sword of Decay
cyclicmagic:fire_dark, Dark Fire
cyclicmagic:purple_leggings, Crystallized Obsidian Leggings
cyclicmagic:ender_lightning, Engraved Thunder
cyclicmagic:wireless_receiver, Wireless Receiver
cyclicmagic:end_iron_ore, End Iron Ore
cyclicmagic:fire_killer, Fire Slayer
cyclicmagic:soulstone, Soulstone
cyclicmagic:water_spreader, Water Spreader
cyclicmagic:nether_diamond_ore, Nether Diamond Ore
cyclicmagic:nether_lapis_ore, Nether Lapis Ore
cyclicmagic:glove_climb, Climbing Gloves
cyclicmagic:tool_torch_launcher, Torch launcher
cyclicmagic:plate_push_slow, Slow Slime Conveyor
cyclicmagic:uncrafting_block, Uncrafting Grinder
cyclicmagic:block_miner_smart, Controlled Miner
cyclicmagic:item_pump, Item Pump
cyclicmagic:sword_weakness, Sword of Atrophy
cyclicmagic:sandstone_hoe, Sandstone Hoe
cyclicmagic:auto_crafter, Auto Crafter
cyclicmagic:water_freezer, Water Froster
cyclicmagic:horse_upgrade_jump, Ender Carrot
cyclicmagic:dynamite_mining, Mining Dynamite
cyclicmagic:nether_emerald_ore, Nether Emerald Ore
cyclicmagic:wand_hypno, Chaos Reaper
cyclicmagic:ender_torch, Throwing Torch
cyclicmagic:tool_push, Piston Scepter
cyclicmagic:ender_pearl_mounted, Ender Orb Translocator
cyclicmagic:harvester_block, Harvester
cyclicmagic:emerald_hoe, Emerald Hoe
cyclicmagic:ender_water, Antimatter Evaporator
cyclicmagic:ender_pearl_reuse, Ender Orb
cyclicmagic:wireless_transmitter, Wireless Transmitter
cyclicmagic:plate_launch_med, Slime Plate
cyclicmagic:end_redstone_ore, End Redstone Ore
cyclicmagic:sprinkler, Sprinkler
cyclicmagic:chest_sack_empty, Empty Sack of Holding
cyclicmagic:block_storeempty, Fluid Storage Tank
cyclicmagic:block_screen, Digital Typewriter
cyclicmagic:inventory_food, Inventory Upgrade
cyclicmagic:end_diamond_ore, End Diamond Ore
cyclicmagic:emerald_helmet, Emerald Helmet
cyclicmagic:cyclic_wand_build, Cyclic Building Scepter
cyclicmagic:poison, Poison
cyclicmagic:magnet_block, Item Magnet
cyclicmagic:sack_ender, Ender Sack
cyclicmagic:horse_upgrade_health, Diamond Carrot
cyclicmagic:tool_launcher, Player Launcher
cyclicmagic:password_remote, Remote Lever
cyclicmagic:block_forester, Forester
cyclicmagic:block_fragile_weak, Replaceable Scaffolding
cyclicmagic:chest_sack, Sack of Holding
cyclicmagic:ender_dungeon, Spawner Seeker
cyclicmagic:nether_coal_ore, Nether Coal Ore
cyclicmagic:end_lapis_ore, End Lapis Ore
cyclicmagic:beacon_potion, Pharos Beacon
cyclicmagic:emerald_pickaxe, Emerald Pickxe
cyclicmagic:tool_randomize, Block Randomizer
cyclicmagic:book_ender, Ender Book
cyclicmagic:tool_swap_match, Gentle Exchange Scepter
cyclicmagic:tool_harvest_crops, Garden Scythe
cyclicmagic:horse_upgrade_type, Emerald Carrot
cyclicmagic:xpjuice, Experience
cyclicmagic:carbon_paper, Carbon Paper
cyclicmagic:plate_launch_large, Hardened Slime Plate
cyclicmagic:block_workbench, Workbench
cyclicmagic:block_disenchanter, Unchant Pylon
cyclicmagic:charm_void, Void Charm
cyclicmagic:turret_minecart, Turret Minecart
cyclicmagic:block_hydrator, Hydrator
cyclicmagic:tool_elevate, Rod of Elevation
cyclicmagic:nether_gold_ore, Nether Gold Ore
cyclicmagic:emerald_axe, Emerald Axe
cyclicmagic:tool_mount_inverse, Inverted Stirrups
cyclicmagic:purple_helmet, Crystallized Obsidian Helmet
cyclicmagic:tool_rotate, Block Rotator
cyclicmagic:fluid_pipe, Fluid Pipe
cyclicmagic:emerald_spade, Emerald Shovel
cyclicmagic:crafting_food, Inventory Crafting Table
cyclicmagic:block_user, Automated User
cyclicmagic:tool_auto_torch, Automatic Torch
cyclicmagic:tool_trade, Merchant Almanac
cyclicmagic:block_fishing, Automatic Fishing Net
